id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category
"8d02baac-3219-4040-a052-c999ffc6ec1c","Velisqa Pearl & Crystal Hoop Stud Earrings for Women | Elegant Gold-Tone Pearl Earrings | Minimal Party & Everyday Jewelry","Add a refined touch to your look with the Velisqa Pearl & Crystal Hoop Stud Earrings. Designed with lustrous white pearl accents, sparkling crystal details, and a delicate gold-tone circular frame, these earrings combine classic elegance with a modern silhouette.  Perfect for elevating everyday outfits, office looks, festive wear, parties, and special occasions.  Features:  * Elegant circular hoop-inspired design * White pearl detailing * Sparkling crystal accents * Gold-tone finish * Lightweight and easy to style * Suitable for everyday and occasion wear * Ideal gift for women and girls","in stock","new","499 INR","https://www.velisqa.com/product/8d02baac-3219-4040-a052-c999ffc6ec1c","https://res.cloudinary.com/dyshhpbhf/image/upload/v1787741810/velisqa/products/hyliplwbqokhyoy0rwly.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"38ac1509-85ec-4ab2-980b-24d2c9d0636f","Velisqa Ivory Flower Stud Earrings for Women | Elegant Floral Statement Earrings | Minimal Everyday Fashion Jewelry","Bring a soft, feminine touch to your look with the Velisqa Ivory Flower Stud Earrings. Featuring a delicate four-petal floral design with a creamy ivory finish and sleek silver-tone edging, these earrings offer a clean and sophisticated aesthetic.  The floral silhouette adds a subtle statement while remaining easy to style with everyday outfits, office wear, dresses, and occasion looks.  Features:  * Elegant four-petal flower design * Creamy ivory-toned finish * Silver-tone detailing around the petals * Stylish statement stud silhouette * Feminine and sophisticated look * Suitable for everyday and occasion wear * Ideal gift for women and girls","in stock","new","399 INR","https://www.velisqa.com/product/38ac1509-85ec-4ab2-980b-24d2c9d0636f","https://res.cloudinary.com/dyshhpbhf/image/upload/v1787741343/velisqa/products/votog4prymkhfa3rgamx.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"60a524ef-1b00-431b-a29e-b223f5dc26ab","Velisqa Golden Floral Stud Earrings for Women | Elegant Round Flower Earrings | Minimal Everyday Fashion Jewelry","Add a soft, elegant touch to your jewellery collection with the Velisqa Golden Floral Stud Earrings. Featuring a beautiful flower-inspired design made with rounded translucent golden-toned petals, these earrings offer a feminine and sophisticated look.  The classic floral silhouette makes them versatile enough for everyday outfits, office wear, dresses, festive occasions, and special events. Their statement shape adds visual interest while keeping the overall look refined.  Features:  * Elegant floral-inspired design * Rounded translucent golden-toned detailing * Polished gold-tone finish * Stylish round stud silhouette * Feminine and sophisticated look * Suitable for everyday and occasion wear * Ideal gifting option for women and girls","in stock","new","449 INR","https://www.velisqa.com/product/60a524ef-1b00-431b-a29e-b223f5dc26ab","https://res.cloudinary.com/dyshhpbhf/image/upload/v1787741134/velisqa/products/hwkkjziydzlgttrsgjoo.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"e74e3b35-a98e-4c6a-ac57-70987c98bc68","Velisqa Golden Bow Stud Earrings for Women | Elegant Ribbon Bow Earrings | Minimal Everyday Fashion Jewelry","Add a graceful and feminine touch to your look with the Velisqa Golden Bow Stud Earrings. Designed with a sleek bow-inspired silhouette and polished gold-tone finish, these earrings offer a modern yet timeless style.  Their elegant shape makes them easy to pair with everyday outfits, office wear, dresses, and festive looks. A versatile jewellery piece for women and girls who prefer understated yet distinctive accessories.  Features:  * Elegant bow-inspired design * Polished gold-tone finish * Stylish stud-style earrings * Sleek and feminine silhouette * Easy to pair with casual and occasion outfits * Suitable for everyday and festive wear * Ideal gifting option for women and girls","in stock","new","449 INR","https://www.velisqa.com/product/e74e3b35-a98e-4c6a-ac57-70987c98bc68","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/ewgbrzyxkhx1lm4iaewq.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"94d882a1-bd96-4bb5-98c7-a84b3194fe0b","Velisqa Gold Pearl Knot Stud Earrings for Women | Elegant Woven Round Earrings | Minimal Everyday Fashion Jewelry","Add a refined touch to your jewellery collection with the Velisqa Gold Pearl Knot Stud Earrings. Featuring an intricate woven gold-tone design surrounding a lustrous pearl centre, these earrings combine classic elegance with a modern minimal aesthetic.  The compact stud style makes them easy to wear with everyday outfits, office looks, dresses, and festive ensembles. A versatile accessory that also makes an elegant gifting choice.  Features:  * Elegant woven knot-inspired design * Lustrous pearl centre * Gold-tone finish * Classic round stud silhouette * Minimal yet sophisticated look * Suitable for everyday, office and occasion wear * Ideal gift for women and girls","in stock","new","499 INR","https://www.velisqa.com/product/94d882a1-bd96-4bb5-98c7-a84b3194fe0b","https://res.cloudinary.com/dyshhpbhf/image/upload/v1787740813/velisqa/products/f9k91rj627iob3ovk1fd.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"916193da-7834-48e0-92c6-ea2af7d81664","Velisqa Golden Bow Pendant Necklace for Women | Elegant Double Bow Drop Necklace | Minimal Fashion Jewelry for Girls","Add a graceful finishing touch to your look with the Velisqa Golden Bow Pendant Necklace. Featuring a delicate gold-tone chain and a stylish double-bow drop design, this necklace brings a feminine and elegant feel to everyday outfits.  The layered bow detail gives the pendant a subtle statement look while keeping it easy to style. Perfect with dresses, tops, office wear, festive outfits, or as an elegant everyday accessory.  Features:  * Elegant double-bow pendant design * Gold-tone finish * Delicate, lightweight chain * Feminine and stylish aesthetic * Easy to pair with casual and occasion wear * Suitable for everyday styling * Ideal gift for women and girls","in stock","new","499 INR","https://www.velisqa.com/product/916193da-7834-48e0-92c6-ea2af7d81664","https://res.cloudinary.com/dyshhpbhf/image/upload/v1787740519/velisqa/products/t4ufdzitwpxttinjij3o.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"f59705e8-29f8-48cb-8d86-1349f7b07809","Velisqa Golden Tulip Pendant Necklace for Women | Elegant Floral Statement Necklace | Minimal Everyday Fashion Jewelry","Add a touch of elegance to your jewellery collection with the Velisqa Golden Tulip Pendant Necklace. Featuring a beautifully sculpted tulip-inspired pendant with a warm golden finish and delicate crystal accents on the leaves, this necklace creates a refined yet eye-catching look.  The floral design makes it easy to style with dresses, ethnic outfits, office wear, or casual looks. A versatile accessory for everyday wear, special occasions, and gifting.  Features:  * Elegant tulip-inspired floral pendant * Golden-tone finish * Delicate crystal detailing on the leaves * Refined and feminine design * Lightweight and comfortable for everyday styling * Suitable for casual, festive and occasion wear * Ideal gift for women and girls","in stock","new","449 INR","https://www.velisqa.com/product/f59705e8-29f8-48cb-8d86-1349f7b07809","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/tmdvtbduzz07i2qvhdsn.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"a8760ad2-fb01-48df-a707-0574ddc4d34a","Velisqa Gold Heart Pendant Necklace for Women | Minimal Pearl Heart Necklace | Elegant Everyday Fashion Jewelry","Add a delicate touch of elegance to your everyday look with the Velisqa Gold Heart Pendant Necklace. Featuring a polished gold-tone chain and a classic heart-shaped pendant with a pearly white centre, this necklace offers a timeless and feminine look.  Its minimal design makes it easy to style with casual outfits, office wear, dresses, and festive looks. A simple yet thoughtful accessory for everyday wear or gifting.  Features:  * Elegant heart-shaped pendant design * Gold-tone finish * Pearly white heart centre * Minimal and feminine styling * Lightweight for comfortable everyday wear * Suitable for casual, office and occasion wear * Ideal gift for women and girls","in stock","new","499 INR","https://www.velisqa.com/product/a8760ad2-fb01-48df-a707-0574ddc4d34a","https://res.cloudinary.com/dyshhpbhf/image/upload/v1787740000/velisqa/products/zivhoabmudfam2v8dc8z.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"c6f1176b-6aee-4d52-8cf8-ab057ac0d657","Velisqa Golden Green Heart Lariat Necklace for Women | Adjustable Minimal Pendant Necklace | Elegant Everyday Fashion Jewelry","Elevate your everyday style with the Velisqa Golden Green Heart Lariat Necklace, designed with a delicate gold-tone chain, an adjustable slider detail, and two faceted green heart-shaped charms. Its elegant drop silhouette adds a subtle statement to both casual and occasion outfits.  The minimal design makes it easy to pair with dresses, tops, ethnic wear, or office outfits. Lightweight and versatile, this necklace is also a thoughtful choice for birthdays, anniversaries, festive occasions, and gifting.  Features:  * Elegant gold-tone lariat necklace design * Faceted green heart-shaped charms * Adjustable slider for a flexible fit * Minimal and feminine aesthetic * Suitable for everyday wear and special occasions * Stylish gifting option for women and girls","in stock","new","549 INR","https://www.velisqa.com/product/c6f1176b-6aee-4d52-8cf8-ab057ac0d657","https://res.cloudinary.com/dyshhpbhf/image/upload/v1787739753/velisqa/products/luh1hoeytuwprlucoz7w.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"cc0e642e-d49b-4a87-8491-fa9ec0fa862f","Velisqa Blue Floral Bow Bracelet for Women | Elegant Gold-Tone Charm Bracelet | Stainless Steel Fashion Jewellery","Description: Add a touch of feminine charm to your everyday look with this elegant Velisqa floral bracelet. Designed with delicate blue flower motifs, sparkling leaf details and a beautiful blue crystal bow centerpiece, this gold-tone bracelet creates a graceful and eye-catching finish.  Perfect for everyday wear, parties, festive occasions, date nights and gifting, its lightweight design makes it comfortable to wear throughout the day. Pair it with ethnic or western outfits for an effortlessly stylish look.  Key Features:  * Elegant blue floral and bow-inspired design * Gold-tone finish for a sophisticated look * Lightweight and comfortable for everyday wear * Versatile styling for casual, festive and party outfits * Perfect gift for women and girls * Suitable for birthdays, anniversaries, Rakhi and special occasions","in stock","new","549 INR","https://www.velisqa.com/product/cc0e642e-d49b-4a87-8491-fa9ec0fa862f","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/asbazgrwdtfra63awrgg.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"45fbd92a-f4e3-4c80-866d-0810e35af8ca","Velisqa Pink Teardrop Pendant Necklace for Women | Double Layer Gold-Tone Chain with Elegant Pink Crystal Pendant | Minimal Fashion Jewellery for Girls","Add a soft touch of colour and elegance to your everyday style with the VELISQA Pink Teardrop Pendant Necklace. Featuring a delicate double-layer design, the necklace combines a fine chain with a sleek snake-style chain and a beautiful pink teardrop pendant.  The faceted pink pendant catches the light beautifully, while the layered golden design adds a modern, polished finish without looking overly heavy. Its minimal yet distinctive style makes it easy to pair with casual outfits, dresses, kurtis and occasion wear.  Perfect for everyday styling, date nights, dinners, celebrations and gifting, this necklace brings together contemporary design and feminine elegance in one versatile piece.","in stock","new","599 INR","https://www.velisqa.com/product/45fbd92a-f4e3-4c80-866d-0810e35af8ca","https://res.cloudinary.com/dyshhpbhf/image/upload/v1787732084/velisqa/products/ihkylcua35euopwciuvw.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"064e7151-307a-4907-81f1-e6be839e835d","VELISQA | Floral Pearl Necklace","Product Description  Add a delicate touch of floral elegance to your look with the VELISQA Floral Pearl Necklace. Designed with soft blue floral accents, pearl-inspired blooms and polished golden details, this necklace brings together a feminine aesthetic with a modern, effortless feel.  The graceful floral pattern makes it easy to style with a wide range of outfits, from everyday casual looks and dresses to kurtis, festive outfits and special-occasion wear. Its distinctive combination of blue, pearl and gold-toned details adds a subtle pop of colour while keeping the overall look elegant.  Whether you’re dressing up for a dinner, celebration or date night, or simply adding something special to your everyday style, this necklace is designed to complement your look effortlessly.","in stock","new","499 INR","https://www.velisqa.com/product/064e7151-307a-4907-81f1-e6be839e835d","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/ufmwapc92n8pwqbbvojb.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"8dc2d5b2-0e57-442a-9131-8dd31a16763f","Pink Crystal Pendant Necklace","A Soft Touch of Pink The faceted pink centerpiece catches the light beautifully, creating a delicate sparkle that stands out without looking overpowering.","in stock","new","650 INR","https://www.velisqa.com/product/8dc2d5b2-0e57-442a-9131-8dd31a16763f","https://res.cloudinary.com/dyshhpbhf/image/upload/v1786784077/velisqa/products/y3f33kkscfpbstzkwstk.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"9347d651-7ac7-4623-99c1-ea3b6ebe06d4","Pink stone pendant","Statement pendant on a fine chain with crystal accents that catch light beautifully in photos and live events. A go-to piece for festive dinners and mehendi functions. Adjustable length friendly for different necklines.","in stock","new","549 INR","https://www.velisqa.com/product/9347d651-7ac7-4623-99c1-ea3b6ebe06d4","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/xo297yg1yfwmdwqpithk.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"2ccfaf5e-8d74-4144-8d59-5b13c561db35","Black Stone Pendant Necklace","✦ Bold. Elegant. Timeless.  Make a statement with this sophisticated silver-tone pendant necklace, featuring a deep black rectangular centerpiece surrounded by a sparkling pavé-style halo.  ✦ Striking Black Centerpiece  The faceted black stone creates a dramatic contrast against the bright silver-tone setting, while the surrounding stones add refined brilliance without overpowering the design.  ✦ Designed for Effortless Styling  The clean rectangular silhouette works beautifully with both minimal everyday outfits and elevated evening looks. Wear it alone for a bold finish or layer it with finer chains.  Product Highlights  * Design: Rectangular black statement pendant * Center Stone: Deep black faceted stone * Border: Sparkling pavé-style stone detailing * Finish: Polished silver tone * Chain: Fine-link chain * Style: Bold • Elegant • Contemporary * Occasions: Everyday • Evening • Party • Gifting","in stock","new","599 INR","https://www.velisqa.com/product/2ccfaf5e-8d74-4144-8d59-5b13c561db35","https://res.cloudinary.com/dyshhpbhf/image/upload/v1786654178/velisqa/products/irzl0uomxji0ntxpqywe.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"335e89a0-f3e3-4295-a1b3-b99e3ed8df2d","Pink Crystal Pendant Necklace","✦ A Soft Statement of Elegance  A sophisticated gold-tone pendant necklace featuring a luminous blush-pink cushion-cut centerpiece framed by a halo of sparkling stones. Designed to add a refined pop of colour without looking excessive.  ✦ The Centerpiece  The faceted pink stone catches and reflects light beautifully, while the surrounding pavé-style stones add extra brilliance. The polished gold-tone setting gives the pendant a warm, luxurious finish.  ✦ Made to Stand Out  The classic cushion-shaped silhouette works effortlessly with both minimal and dressed-up looks. Wear it solo for an elegant statement or pair it with delicate chains for a layered aesthetic.  Product Highlights  * Design: Cushion-cut pink statement pendant * Stone: Pink faceted centerpiece * Setting: Sparkling pavé-style halo * Finish: Polished gold tone * Chain: Fine link chain * Style: Elegant • Feminine • Contemporary * Occasions: Everyday • Date Night • Party • Gifting","in stock","new","499 INR","https://www.velisqa.com/product/335e89a0-f3e3-4295-a1b3-b99e3ed8df2d","https://res.cloudinary.com/dyshhpbhf/image/upload/v1786653890/velisqa/products/ej9neinzouwm0vmumkgb.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"3dce9ea3-1210-4f58-bc5b-9680eb3c7396","Silver Pavé Pendant Necklace","A delicate silver-tone necklace designed to add subtle sparkle to your everyday look. The fine chain leads to a rectangular pavé-style pendant, creating a clean, modern statement without looking overdone.  ✦ Designed to Catch the Light  The pendant features a polished rectangular frame filled with closely arranged sparkling stones. Its reflective finish creates an elegant shimmer as it moves, making it easy to style from day to night.  ✦ Minimal. Versatile. Effortless.  Pair it with a casual tee, office wear, a dress, or evening outfits. The understated silhouette makes it suitable for layering or wearing solo.  Product Highlights  * Design: Rectangular pavé pendant * Finish: Polished silver tone * Chain: Fine-link chain * Look: Minimal & contemporary * Occasion: Everyday • Office • Date Night • Party * Ideal for: Personal styling & gifting","in stock","new","589 INR","https://www.velisqa.com/product/3dce9ea3-1210-4f58-bc5b-9680eb3c7396","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/hquuqqnswr76svlghcg5.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"050af298-275d-4c6c-b673-14201957fe75","Star Charm Necklace","Premium gold-plated stainless steel with a smooth, polished finish. The fine-link chain is lightweight and durable, complemented by multiple polished five-point star charms for a clean, elegant look.  Material: Stainless Steel Finish: Gold Plated Style: Star Charm Chain Look: Polished • Minimal • Elegant","in stock","new","549 INR","https://www.velisqa.com/product/050af298-275d-4c6c-b673-14201957fe75","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/wrxhkfaanhbgb54kq474.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"5481912d-d112-49c2-a983-e687a9693366","Ballerina Necklace","Velisqa Ballerina Pendant Necklace  Add an elegant touch to your everyday style with this delicate gold-tone ballerina pendant necklace. Featuring a graceful dancer silhouette adorned with sparkling pavé-style stones, the pendant adds a subtle yet eye-catching statement to any outfit.  Key Features  * Elegant ballerina-inspired pendant design * Sparkling stone detailing across the dress * Polished gold-tone finish * Lightweight and comfortable for everyday wear * Delicate chain for a refined, feminine look * Perfect for casual outfits, parties, dates, and gifting  Style: Minimal • Elegant • Feminine Occasion: Everyday • Party • Date Night • Gifting","in stock","new","599 INR","https://www.velisqa.com/product/5481912d-d112-49c2-a983-e687a9693366","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/t6edat2r59lhfvoq6hvz.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"a0187f38-b0da-4f9b-a611-0a6c5958c92b","Emerald Grace Ring","Elegant simplicity meets timeless charm. The Emerald Grace Ring features a brilliant emerald-green centerpiece set in a delicate geometric gold-tone band. Its minimalist design makes it perfect for everyday wear while adding a refined touch to any outfit.  Whether you’re dressing up for an occasion or elevating your daily look, this ring offers effortless sophistication.  ✨ Premium Gold-Tone Finish ✨ Emerald Green Center Stone ✨ Lightweight & Comfortable ✨ Elegant Minimal Design ✨ Adjustable Fit ✨ Perfect Gift for Her","in stock","new","599 INR","https://www.velisqa.com/product/a0187f38-b0da-4f9b-a611-0a6c5958c92b","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/r1np0rlbllb54jl0ajlk.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"ef79a9e1-053f-42c4-a551-d22068d5e2c3","Eternal Spark Solitaire Ring","Timeless, elegant, and effortlessly beautiful. The Eternal Spark Solitaire Ring features a brilliant round-cut centerpiece surrounded by a delicate pavé-set band, creating a luxurious look without the luxury price tag. Designed for modern women who love minimal elegance.  Perfect for everyday wear, date nights, anniversaries, gifting, and special occasions.  ✨ Premium Gold-Tone Finish ✨ Brilliant Solitaire Stone ✨ Adjustable & Comfortable Fit ✨ Lightweight Daily-Wear Design ✨ Elegant Gift for Someone Special ✨ Premium Sparkle & Finish","in stock","new","499 INR","https://www.velisqa.com/product/ef79a9e1-053f-42c4-a551-d22068d5e2c3","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/ampfickuhreyqt3vvzaz.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"09a91b97-a4c1-4ce7-a710-88a4e3add536","Celestia Trinity Ring","Add a touch of elegance to your everyday style with the Ruby Radiance Ring. Featuring a deep ruby-red centerpiece accented with sparkling stones on a premium gold-tone band, this ring is designed to stand out while remaining effortlessly classy. Perfect for daily wear, parties, gifting, and special occasions.  ✨ Premium Finish ✨ Adjustable Size – Fits Most Finger Sizes ✨ Lightweight & Comfortable ✨ Elegant Ruby-Inspired Stone ✨ Perfect Gift for Her ✨ Tarnish-Resistant Finish","in stock","new","399 INR","https://www.velisqa.com/product/09a91b97-a4c1-4ce7-a710-88a4e3add536","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/ck40kglyjcusrhfw5joa.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
